data (16)
Date,Max Air Temperature,Min Air Temperature,Mean Air Temperature,Max RH,Min RH,Mean RH,3m Max Wind Speed,3m Mean Wind Speed,3m Wind Direction,Rain,Solar Radiation,
,C,C,C,%,%,%,m/s,m/s,deg,mm,MJ/m^2,
2021-11-23,20.0,-0.3,8.7,76.2,21.4,49.4,3.5,0.4,81.6,0,9.59,
2021-11-24,21.1,6.2,12.0,71.3,25.3,52.7,8.8,1.3,170.6,0,10.34,
2021-11-25,12.0,-0.7,7.1,96.2,37.6,76.5,7.1,1.2,162.7,2.54,6.44,
2021-11-26,14.3,-2.9,5.9,96.4,30.5,65.0,4.4,0.8,115.2,0,9.67,
2021-11-27,18,0.7,8.4,97,25.4,75.6,5.9,1.1,181.3,7.112,13.83,
2021-11-28,18.8,-0.9,6.7,98.1,22.0,68.8,4.0,0.5,144.3,0,14.49,
2021-11-29,20.6,-2.5,6.6,97.2,21.3,67.4,3.2,0.6,142.6,0.254,14.43,
2021-11-30,22.4,-0.3,8.4,95.6,25.7,65.3,4.2,0.9,164.0,0,14.08,
2021-12-01,18.2,-0.1,7.3,90.6,22.0,58.3,4.2,1.1,210.9,0,7.79,
2021-12-02,24.4,-0.5,9.0,91.3,18.5,58.7,3.6,0.7,136.5,0,13.40,
2021-12-03,23.7,0.7,9.5,92.3,17.3,59.7,5.6,0.8,161.9,0,14.08,
2021-12-04,20.6,-2.0,9.1,91,21.4,56.3,3.5,0.7,159.2,0,11.86,
2021-12-05,22.6,-0.9,9.9,91.5,13.4,47.2,5.2,1.4,214.4,0,14.19,
2021-12-06,15.6,-2.9,5.5,85.2,22.0,49.9,8.8,1.9,158.6,0,13.43,
2021-12-07,21.6,-3.4,7.2,82.8,14.5,48.9,6.0,1.0,172.8,0,13.03,
2021-12-08,19.6,-2.4,7.7,80.2,19.5,49.0,4.6,0.9,194.8,0,11.68,
2021-12-09,20.4,-1.3,10.2,80.2,13.0,41.1,8.7,1.6,213.6,0,12.44,
2021-12-10,15.7,2.9,10.9,95.7,37.7,61.4,12.2,2.8,222.1,2.032,12.12,
2021-12-11,13.4,-3.8,4.2,86.5,18.4,40.1,5.3,1.5,227.9,0,14.03,
2021-12-12,16.5,-4.1,4.1,73.8,20.0,45.3,3.4,1.1,215.6,0,13.71,
2021-12-13,20.1,-3.5,6.3,85,23,55.6,4.0,0.6,143.0,0,13.18,
2021-12-14,22.3,-1.2,9.7,85,17.3,50.5,5.6,1.0,120.2,0,11.41,
2021-12-15,19.5,2.7,11.9,77.9,27.0,49.0,7.7,1.9,210.9,0,13.40,
2021-12-16,15.9,-1.6,6.3,86.8,25.8,54.4,5.4,1.2,192.6,0,12.15,
2021-12-17,19.6,-1.0,7.3,85.7,19.2,53.8,5.9,1.1,163.9,0,12.10,
2021-12-18,10.9,2.6,5.9,66.7,19.8,34.5,7.6,2.6,252.1,0,8.14,
2021-12-19,13.2,-4.2,4.5,68.8,21.8,38.2,5.0,1.0,141.8,0,13.10,
2021-12-20,17.4,-7.1,2.4,84.3,10.6,46.0,5.6,0.9,162.7,0,13.83,
2021-12-21,17.8,-6.7,4.9,70.4,14.5,39.7,3.8,0.5,126.7,0,12.22,
2021-12-22,21.3,-2.8,7.6,75.5,12.4,40.9,4.4,0.3,49.6,0,12.86,
2021-12-23,23.5,-0.8,9.1,64.5,6.7,37.0,6.0,0.6,78.7,0,11.82,
2021-12-24,23.5,2.1,12.1,89.3,29.5,52.9,10.6,2.1,186.8,0,9.32,
2021-12-25,22.2,-0.4,10.3,94.7,23.5,57.8,7.2,0.9,143.5,0,12.83,
2021-12-26,22.5,0.3,11.3,65.2,13.3,38.2,10.3,1.6,148.3,0,9.23,
2021-12-27,16.9,-3.1,7.5,72.0,23.1,48.8,12.4,1.8,159.8,0,5.69,
2021-12-28,15.0,-2.9,6.3,93.4,19.6,53.2,9.7,1.8,199.5,0,13.37,
2021-12-29,15.1,-4.1,5.6,70.8,23.1,46.3,8.5,1.7,211.3,0,13.72,
2021-12-30,13.4,-3.5,5.7,85.1,37.6,62.5,7.3,1.2,158.4,0,8.31,
2021-12-31,9.1,6.8,7.9,98.2,68.8,91.0,7.6,1.4,123.8,15.748,1.89,
