data (16)
Date,Max Air Temperature,Min Air Temperature,Mean Air Temperature,Max RH,Min RH,Mean RH,3m Max Wind Speed,3m Mean Wind Speed,3m Wind Direction,Rain,Solar Radiation,
,C,C,C,%,%,%,m/s,m/s,deg,mm,MJ/m^2,
2018-01-01,8.8,-3.4,3.5,70.6,32.5,48.6,,,,0,11.28,
2018-01-02,14.4,-5.3,3.8,80.4,21.6,47.2,,,,0,11.28,
2018-01-03,12.6,-7.8,2.9,75.9,13.6,40.8,,,,0,10.33,
2018-01-04,13.3,-2.8,5.1,65.6,20.6,38.6,,,,0,3.91,
2018-01-05,19.1,-5.4,4.6,76.2,14.3,45.7,,,,0,10.96,
2018-01-06,17.6,-3.7,6.6,71.7,22.8,45.6,,,,0,9.82,
2018-01-07,19.8,2.3,12.0,59.6,20.4,36.2,,,,0,10.83,
2018-01-08,17.9,-0.1,7.8,67.1,22,45.4,,,,0,9.49,
2018-01-09,20.7,-0.3,9.6,74.9,24.6,49.1,,,,0,10.41,
2018-01-10,14.0,3.4,9.4,79.4,40.8,55.8,,,,0.508,7.42,
2018-01-11,16.4,-1.3,8.4,79.3,15.9,45.8,,,,0,12.66,
2018-01-12,18.7,-5.2,5.4,75.2,15.3,42.8,,,,0,12.73,
2018-01-13,18.8,-1.6,6.2,66.0,16.4,42.0,,,,0,12.84,
2018-01-14,19.6,-3.3,6.2,66.3,14.6,40.5,,,,0,12.49,
2018-01-15,19.5,-4.3,6.2,70.7,15.2,42.1,,,,0,10.97,
2018-01-16,5.5,-2.3,1.0,55.4,22.5,34.5,,,,0,9.70,
2018-01-17,6.6,-7.6,-0.1,66.3,27.6,41.8,,,,0,9.99,
2018-01-18,14.5,-7.6,1.5,70.3,17.2,44.6,,,,0,13.13,
2018-01-19,18.0,-7.3,3.7,72.2,17.5,43.7,,,,0,12.65,
2018-01-20,20.9,-5.8,9.0,75.9,14.0,37.8,,,,0,13.05,
2018-01-21,10,-2.8,6.1,57.6,20.2,36.8,,,,0,13.39,
2018-01-22,10.9,-8.9,1.3,74.3,13.1,37.9,,,,0,13.27,
2018-01-23,15.3,-6.4,2.0,63.7,10.4,30.7,,,,0,13.85,
2018-01-24,15.8,-6.3,3.4,58.2,9.0,28.7,,,,0,14.06,
2018-01-25,16.5,-5.1,4.4,64.0,15.4,32.9,,,,0,13.64,
2018-01-26,19.0,-4.7,7.2,71.4,7.9,34.1,,,,0,13.49,
2018-01-27,16.9,-4.8,5.3,52.7,11.7,25.1,,,,0,14.05,
2018-01-28,19.3,-6.0,5.1,60.3,7.8,25.5,,,,0,14.29,
2018-01-29,18.5,-4.5,6.6,58.1,13.7,30.4,,,,0,14.21,
2018-01-30,19.6,-4.4,6.4,65.5,19.2,39.3,,,,0,14.39,
2018-01-31,22.9,-4.0,8.5,72.5,7.7,36.0,,,,0,14.56,
2018-02-01,24.8,-3.9,9.1,61.0,8.1,27.1,,,,0,13.92,
2018-02-02,19.1,1.3,10.8,52.6,14.6,28.0,,,,0,14.07,
2018-02-03,23.5,-1.9,11.1,73.8,10.4,33.3,,,,0,13.23,
2018-02-04,24.1,-2.2,10.1,61.6,9.8,30.4,,,,0,14.75,
2018-02-05,24.7,-2.4,11.5,57.8,8.5,27.2,,,,0,15.36,
2018-02-06,22.9,-0.4,11.7,52.7,9.6,26.6,,,,0,14.31,
2018-02-07,20.6,-0.6,9.0,77.1,11.6,40.0,,,,0,15.82,
2018-02-08,21.7,-3.7,7.6,57.9,10.6,29.9,,,,0,15.85,
2018-02-09,23.9,-2.7,10.3,55.9,9.2,25.5,,,,0,15.91,
2018-02-10,23.6,-1.4,13.0,53.3,9.5,23.7,,,,0,15.35,
2018-02-11,15.7,6.3,10.7,45.3,21.3,29.9,,,,0,14.55,
2018-02-12,20.0,5.2,10.9,40.1,18.2,29.7,,,,0,12.89,
2018-02-13,22.3,-1.0,10.7,65,11.0,33.0,,,,0,15.84,
2018-02-14,22.3,6.9,14.2,65.3,13.7,34.9,,,,0,11.66,
2018-02-15,15.2,6.8,11.4,92.8,60.9,78.2,,,,4.572,3.31,
2018-02-16,13.6,8.5,11.0,94.1,73.4,89.3,,,,14.478,3.51,
2018-02-17,16.3,8.4,11.3,93.8,47.9,79.6,,,,0.508,10.68,
2018-02-18,20.2,7.3,13.6,92.6,38.5,68.9,,,,0.254,11.38,
2018-02-19,20.3,8.6,14.3,87,26.4,53.4,,,,0,14.34,
2018-02-20,15.8,4.3,10.7,75.3,36.4,52.7,,,,0,11.08,
2018-02-21,17.0,0.2,9.0,89.9,25.8,53.6,,,,0,15.49,
2018-02-22,15.0,0.3,7.9,72.1,21.7,41.8,,,,0,17.93,
2018-02-23,19.6,-3.5,9.3,86.8,9.0,38.6,,,,0,18.42,
2018-02-24,12.7,-1.0,7.0,56.4,12.0,28.8,,,,0,18.80,
2018-02-25,15.9,-5.8,4.9,74.6,10.2,37.2,,,,0,18.86,
2018-02-26,20.4,-6.0,6.6,71.7,8.1,34.3,,,,0,19.00,
2018-02-27,21.3,-1.0,11.0,62.0,12.1,34.3,,,,0,15.08,
2018-02-28,14.2,3.3,8.5,68.7,24.4,47.0,,,,0,10.50,
2018-03-01,16.1,-4.1,6.3,84.7,17.2,48.4,,,,0,19.14,
2018-03-02,22.9,-0.9,10.1,66.6,11.2,34.9,,,,0,19.54,
2018-03-03,24.8,-0.4,12.1,69.9,6.0,30.2,,,,0,19.76,
2018-03-04,23.1,-1.4,11.1,58.4,5.3,24.9,,,,0,20.31,
2018-03-05,17.9,1.8,8.9,49.8,9.2,23.9,,,,0,16.47,
2018-03-06,19.6,1.6,8.8,45.2,6.6,17.5,,,,0,18.69,
2018-03-07,19.9,-0.8,10.1,47.0,9.2,20.4,,,,0,17.37,
2018-03-08,24.8,4.3,14.6,58.7,7.3,23.4,,,,0,16.84,
2018-03-09,25.9,4.3,16.0,57.7,9.2,21.4,,,,0,20.25,
2018-03-10,24.0,10.8,17.8,33.7,13.1,20.4,,,,0,14.72,
2018-03-11,16.4,8.7,12.0,83.6,29.1,45.2,,,,1.778,6.95,
2018-03-12,17.3,3.7,10.6,83.9,26.4,44.5,,,,0,18.10,
2018-03-13,21.6,2.7,13.1,72.7,20.7,39.3,,,,0,20.21,
2018-03-14,23.6,10.5,16.3,46.2,18.3,29.7,,,,0,17.85,
2018-03-15,24.1,5.4,15.9,71.4,8.2,33.2,,,,0,20.67,
2018-03-16,22.2,1.5,12.8,61.8,10.7,29.7,,,,0,20.09,
2018-03-17,23.1,7.8,15.6,47.7,14.5,25.5,,,,0,20.22,
2018-03-18,19.8,4.7,13.3,58.9,12.6,29.0,,,,0,21.26,
2018-03-19,18.7,1.6,10.5,46.9,7.6,20.7,,,,0,20.31,
2018-03-20,22.7,1.8,11.6,40.6,8.9,20.6,,,,0,22.50,
2018-03-21,27.1,2.8,16.6,55.1,9.4,24.8,,,,0,20.34,
2018-03-22,30.5,5.8,19.2,62.3,8.5,28.1,,,,0,22.19,
2018-03-23,28.6,8.6,18.9,59.3,12.2,28.3,,,,0,19.55,
2018-03-24,26.8,8.5,16.2,70.6,18.0,43.2,,,,0,15.05,
2018-03-25,27.4,6.0,17.7,81.7,11.3,40.5,,,,0,19.19,
2018-03-26,19.4,10.4,16.6,60.5,21.4,34.3,,,,0,6.93,
2018-03-27,19.9,6.0,13.0,67.0,12.0,34.2,,,,0,22.46,
2018-03-28,20.8,1.8,12.6,77.2,11.1,36.4,,,,0,22.85,
2018-03-29,23.3,2.5,14.3,55.1,9.8,24.1,,,,0,22.06,
2018-03-30,27.3,2.0,15.0,67.3,8.0,29.9,,,,0,23.70,
2018-03-31,29.2,5.6,17.2,69.2,6.7,27.5,,,,0,22.49,
2018-04-01,27.8,7.7,18.2,66,8.2,25.6,,,,0,19.89,
2018-04-02,27.5,4.8,18.6,64.9,7.0,22.9,,,,0,24.38,
2018-04-03,26.9,8.7,18.5,39.6,7.2,17.0,,,,0,24.19,
2018-04-04,25.9,10.1,17.0,41.6,10.3,22.6,,,,0,23.86,
2018-04-05,28.9,5.9,18.8,62.0,7.5,25.4,,,,0,21.88,
2018-04-06,28.5,10.1,20.7,41.8,9.6,19.0,,,,0,17.26,
2018-04-07,30.0,15.0,23.1,34.5,14.3,21.0,,,,0,21.12,
2018-04-08,30.0,15.0,23.7,42.7,12.1,24.3,,,,0,24.49,
2018-04-09,28.5,11.8,20.4,50.3,7.3,19.6,,,,0,22.82,
2018-04-10,27.9,11.6,19.1,67.9,12.2,34.1,,,,0,24.61,
2018-04-11,33.4,7.7,21.6,73.6,6.2,29.5,,,,0,24.90,
2018-04-12,30.6,8.6,22.8,53.1,7.9,17.3,,,,0,24.73,
2018-04-13,19.6,6.8,14.3,25.3,7.1,12.9,,,,0,25.67,
2018-04-14,21.9,0.6,10.8,57.5,8.3,26.6,,,,0,26.41,
2018-04-15,26.8,0.0,13.5,74.7,4.8,34.0,,,,0,26.49,
2018-04-16,29.9,2.0,18.6,78.0,6.7,26.3,,,,0,22.88,
2018-04-17,28.7,9.6,20.0,49.4,4.8,16.2,,,,0,25.07,
2018-04-18,27.5,4.4,17.4,49.4,6.2,18.0,,,,0,25.86,
2018-04-19,28.9,15.3,21.2,34,12.3,18.3,,,,0,23.95,
2018-04-20,22.3,10.3,17.8,74.9,7.2,25.5,,,,0,26.64,
2018-04-21,24.4,5.7,15.3,64.0,14.8,34.1,,,,0,25.72,
2018-04-22,25.5,5.8,16.5,73.2,14.2,39.0,,,,0,19.56,
2018-04-23,30.6,7.2,19.4,77.9,9.4,36.0,,,,0,25.90,
2018-04-24,32.7,7.3,20.4,73.9,7.7,33.8,,,,0,25.82,
2018-04-25,25.4,12.9,19.1,51.5,19.9,33.9,,,,0,24.69,
2018-04-26,30.8,9.6,20.9,73.4,10.2,31.0,,,,0,22.73,
2018-04-27,23.8,10.3,17.9,67.6,18.1,30.4,,,,0,15.25,
2018-04-28,30.2,8.0,20.3,75.0,12.0,35.6,,,,0,25.52,
2018-04-29,30.7,12.7,22.5,64.2,8.3,25.0,,,,0,26.83,
2018-04-30,28.4,9.3,20.6,67.5,8.8,25.2,,,,0,24.48,
2018-05-01,27.6,9.8,21.1,65.2,7.0,18.9,,,,0,21.57,
2018-05-02,26.0,11.1,20.4,35.5,9.6,16.9,,,,0,22.18,
2018-05-03,24.2,4.1,14.6,74.9,9.4,35.8,,,,0,27.76,
2018-05-04,27.8,4.8,17.3,77.5,8.5,33.8,,,,0,27.63,
2018-05-05,29.4,7.4,19.4,76.7,11.0,36.0,,,,0,27.30,
2018-05-06,32.0,7.0,20.3,80.6,8.8,39.6,,,,0,27.30,
2018-05-07,34.7,9.5,22.7,75.1,10.2,38.6,,,,0,24.49,
2018-05-08,35.0,12.4,24.5,81.7,7.2,31.9,,,,0,27.39,
2018-05-09,37.0,8.4,23.6,73.8,5.6,28.6,,,,0,27.82,
2018-05-10,36.0,9.8,23.7,72.4,7.8,32.7,,,,0,26.70,
2018-05-11,33.5,10.5,24.8,69.8,8.2,23.6,,,,0,27.86,
2018-05-12,32.5,11.6,24.2,68.6,9.4,23.6,,,,0,26.12,
2018-05-13,30.6,10.2,21.9,71.6,11.9,31.0,,,,0,25.98,
2018-05-14,32.2,8.9,21.4,78.9,10.8,36.7,,,,0,27.27,
2018-05-15,34.2,8.7,21.8,74.3,7.3,33.1,,,,0,28.26,
2018-05-16,35.0,9.4,22.8,73.8,8.5,32.9,,,,0,27.56,
2018-05-17,34.3,9.1,23.4,79.5,5.1,28.8,,,,0,28.46,
2018-05-18,31.0,7.0,19.9,70.4,5.4,28.3,,,,0,28.82,
2018-05-19,31.9,5.4,19.1,73.4,5.0,32.5,,,,0,28.92,
2018-05-20,31.1,6.5,22.1,80.3,12.7,37.4,,,,0,27.21,
2018-05-21,32.3,18.5,24.6,64.2,20.6,43.4,,,,1.524,24.92,
2018-05-22,32.2,14.5,23.3,82.4,9.5,37.6,,,,0,27.68,
2018-05-23,32.9,10.0,22.7,68.7,8.2,29.6,,,,0,28.49,
2018-05-24,35.1,13.1,24.2,69.5,7.4,34.6,,,,0,28.39,
2018-05-25,35.3,9.2,23.0,80.7,5.0,34.3,,,,0,29.34,
2018-05-26,36.4,11.4,25.2,80.3,6.4,31.7,,,,0,23.31,
2018-05-27,34.4,9.9,22.7,80.4,5.6,33.5,,,,0,28.48,
2018-05-28,33.1,8.2,21.7,77.3,7.7,32.1,,,,0,28.02,
2018-05-29,34.3,8.8,22.8,74.3,6.4,28.9,,,,0,28.99,
2018-05-30,34.9,12.0,24.0,64.8,7.7,29.8,,,,0,28.94,
2018-05-31,36.6,12.3,25.1,55.6,7.5,26.2,,,,0,28.64,
2018-06-01,37.0,11.2,25.0,74.5,7.3,29.8,,,,0,29.00,
2018-06-02,38.2,12.8,27.6,74.4,6.8,27.5,,,,0,28.37,
2018-06-03,34.4,21.5,27.9,57.1,19.0,34.9,,,,0,21.64,
2018-06-04,35.8,18.9,26.2,62.4,13.3,38.6,,,,0,28.27,
2018-06-05,37.2,13.8,28.3,76.2,9,27.5,,,,0,25.22,
2018-06-06,37.7,19.5,29.6,54.6,10.0,23.7,,,,0,23.91,
2018-06-07,37.5,16.8,28.0,61.9,9.5,28.0,,,,0,26.79,
2018-06-08,38.6,15.5,29.4,70.5,8.8,24.8,,,,0,27.91,
2018-06-09,33.2,23.4,28.2,46.5,16.7,29.0,,,,0,13.63,
2018-06-10,35.6,18.9,28.6,63.5,9.2,25.4,,,,0,28.34,
2018-06-11,38.2,12.7,25.6,69.4,5.6,30.3,,,,0,29.26,
2018-06-12,39.3,11.0,25.1,84.9,4.8,40.0,,,,0,29.05,
2018-06-13,36.0,16.7,27.4,69.4,16.1,33.3,,,,0,21.98,
2018-06-14,36.9,17.1,28.2,69.0,14.4,33.5,,,,0,26.79,
2018-06-15,35.7,20.4,27.8,79.7,18.1,39.9,,,,0,20.15,
2018-06-16,26.6,18.0,21.7,92.4,40.5,69.0,,,,13.97,15.47,
2018-06-17,30.3,13.5,22.0,91.5,20.3,55.6,,,,0,28.25,
2018-06-18,35.3,14.7,24.8,91.9,16.4,53.9,,,,0,28.10,
2018-06-19,37.1,15.6,26.6,88.4,9.7,41.6,,,,0,28.23,
2018-06-20,37.9,14.0,27.2,71.4,6.2,32.9,,,,0,29.12,
2018-06-21,39.6,20.5,29.5,73.1,8.8,41.2,,,,0,27.89,
2018-06-22,39.1,18.2,29.4,71.6,6.7,29.4,,,,0,28.56,
2018-06-23,38.9,15.1,30.0,56.6,6.0,17.0,,,,0,28.97,
2018-06-24,35.9,16.7,29.2,59.2,10.3,22.7,,,,0,27.98,
2018-06-25,36.7,17.1,27.9,65.4,12.3,31.8,4.6,1.2,182.9,0,27.47,
2018-06-26,40.6,18.7,29.2,74.8,8.4,36.6,10.9,1.5,164.7,0,27.86,
2018-06-27,39.6,17.0,29.4,80.1,8.6,34.2,5.4,1.4,166.9,0,27.87,
2018-06-28,37.7,20.7,29.9,48.4,10.6,24.5,7.4,2.3,151.1,0,26.27,
2018-06-29,35.6,21.6,27.6,58.8,13.7,33.0,10.0,2.2,232.3,0,14.33,
2018-06-30,34.1,17.1,26.1,71.4,14.6,37.5,7.8,2.1,208.8,0,22.82,
2018-07-01,38.2,13.2,26.1,83.3,7.6,36.2,4.2,1.2,196.7,0,28.61,
2018-07-02,36.6,15.7,27.5,61.6,9.1,24.4,6.4,1.6,179.7,0,19.93,
2018-07-03,38.0,17.5,27.6,59.1,9.3,31.6,4.2,1.1,170.8,0,22.04,
2018-07-04,38.3,21.7,29.0,54.7,10.5,29.1,10.6,2.0,198.3,0,24.06,
2018-07-05,34.9,23.0,30.1,53.4,20.2,30.3,10.5,3.9,118.8,0,23.48,
2018-07-06,33.4,20.9,27.6,68.9,22.3,41.9,8.2,3.3,120.9,0,25.32,
2018-07-07,33.3,22.5,26.6,59.6,24.1,44.6,9.5,2.6,147.0,0,17.48,
2018-07-08,31.6,18.0,25.8,82,26.0,47.1,7.9,2.4,150.7,0,22.91,
2018-07-09,32.0,19.5,24.7,88.2,25.9,58.0,8.2,2.1,186.9,2.286,18.01,
2018-07-10,31.1,18.3,24.2,89,32.4,62.7,6.2,2.1,190.5,0,20.11,
2018-07-11,31.8,18.3,23.6,90.6,29.9,66.6,12.2,1.9,181.3,29.718,18.69,
2018-07-12,31.8,18.5,23.7,91.6,33.2,68.2,8.5,1.8,219.2,1.524,24.26,
2018-07-13,32.0,20.4,24.9,89.3,34.9,67.2,13.4,1.7,185.1,6.604,20.51,
2018-07-14,33.1,19.5,25.1,86,27.7,61.1,6.7,1.4,165.9,0,21.19,
2018-07-15,34.0,20.3,25.3,89.6,26.8,64.1,8.5,1.7,166.3,0.508,20.98,
2018-07-16,30.7,18.4,22.4,92.9,37.5,77.6,9.6,1.2,150.4,14.478,19.11,
2018-07-17,34.3,17.1,24.8,93.8,23.3,65.9,3.7,0.8,169.0,0.254,26.51,
2018-07-18,37.0,18.2,27.3,91.7,19.4,54.3,4.5,0.7,149.4,0,26.48,
2018-07-19,38.7,19.0,28.6,87.6,14.4,47.8,6.8,1.3,173.6,0,25.60,
2018-07-20,38.6,20.9,28.8,84,10.8,47.4,6.5,1.3,179.4,2.54,26.29,
2018-07-21,38.6,20.4,28.7,79.6,13.5,42.3,5.8,1.7,180.7,0,26.24,
2018-07-22,38.2,18.8,28.2,86.2,13.2,50.7,3.2,1.0,202.1,0,26.60,
2018-07-23,38.5,18.1,28.1,86.3,12.1,48.1,8.0,1.7,194.3,0,26.12,
2018-07-24,36.4,20.6,29.2,70.5,17.1,37.4,9.5,2.3,175.9,0,21.06,
2018-07-25,38.7,23.4,29.4,68.3,16.7,41.2,6.5,1.5,169.7,0,24.07,
2018-07-26,35.3,20.1,28.3,88.8,24.3,46.5,13.3,2.8,215.0,1.016,22.85,
2018-07-27,33.2,19.2,23.8,90.6,28.8,69.1,8.8,2.0,225.2,6.35,19.53,
2018-07-28,33.4,20.0,25.7,82.8,20.2,59.8,3.4,1.1,214.4,0,22.79,
2018-07-29,37.1,19.3,27.5,90.2,16.6,55.5,4.0,0.9,140.9,0,24.20,
2018-07-30,38.0,19.0,26.9,88.4,16.7,53.8,13.7,1.9,204.9,1.27,23.56,
2018-07-31,32.6,19.7,25.8,85.7,28.9,56.9,7.4,1.9,157.0,0.254,22.52,
2018-08-01,35.4,18.6,26.4,89.6,22.9,56.3,5.0,1.3,177.3,0,22.78,
2018-08-02,37.2,18.4,27.9,80.9,15.1,44.5,5.8,1.6,227.1,0,24.15,
2018-08-03,36.9,19.4,28.8,79.7,16.8,39.4,8.5,1.9,198.5,0,21.89,
2018-08-04,38.3,20.1,28.6,75.3,17.5,44.6,6.3,1.4,185.0,0,25.48,
2018-08-05,38.0,22.0,30.0,60.7,17.6,34.4,7.1,2.2,163.8,0,25.15,
2018-08-06,36.8,21.3,28.7,71.4,17.9,34.7,6.4,2.3,156.1,0,23.88,
2018-08-07,36.6,18.0,27.7,79.4,15.6,41.7,5.9,1.6,133.4,0,24.98,
2018-08-08,36.9,19.6,27.5,68.8,19.3,43.0,11.2,2.1,163.4,2.286,21.10,
2018-08-09,29.3,19.5,23.7,84.1,31.3,61.5,4.2,1.4,223.9,0,8.99,
2018-08-10,29.5,19.3,23.6,82.9,31.3,58.5,5.3,1.6,173.9,0,15.58,
2018-08-11,30.4,17.9,23.5,80.8,27.5,54.0,8.4,1.9,224.1,0.254,17.98,
2018-08-12,31.6,15.7,23.3,89.7,25.7,56.7,4.5,1.2,198.2,0,22.20,
2018-08-13,34.5,15.6,24.6,89.6,21.7,54.1,6.8,1.0,161.1,0,23.19,
2018-08-14,35.6,17.9,26.5,76.2,18.5,46.5,7.0,1.6,148.7,1.524,22.80,
2018-08-15,36.0,18.0,26.6,88,17.4,50.5,8.3,1.8,164.5,0,24.26,
2018-08-16,36.3,19.5,25.8,85.8,22.6,57.2,10.7,1.7,139.0,8.382,20.04,
2018-08-17,33.2,19,25.6,89.4,31.6,62.0,5.3,1.5,190.6,0,23.44,
2018-08-18,35.6,19.5,26.5,90.2,24.6,59.2,6.5,1.4,195.4,0,21.93,
2018-08-19,36.4,18.3,26.4,90.7,18.9,57.7,4.4,1.2,194.4,0,24.32,
2018-08-20,34.8,23.2,27.7,74.4,27.2,47.2,9.3,2.6,142.5,0,22.07,
2018-08-21,34.2,19.8,26.8,86.7,24.2,51.5,9.8,2.1,168.8,1.778,21.04,
2018-08-22,33.6,18.6,25.4,86.7,25.2,58.7,11.5,2.1,226.1,4.826,22.64,
2018-08-23,31.4,19,23.9,90.1,36.8,68.1,7.6,1.9,228.7,0.762,19.86,
2018-08-24,33.2,18.3,25.0,91.7,27.9,60.1,6.3,1.4,191.4,0,22.45,
2018-08-25,33.6,18.1,24.8,89.3,26.5,63.2,4.8,1.2,163.0,0,19.95,
2018-08-26,33.5,19.4,25.0,89.7,27.7,67.8,7.7,1.1,160.6,2.032,16.92,
2018-08-27,34.6,17.9,26.4,90.5,22.4,51.7,6.4,1.3,207.1,0,23.72,
2018-08-28,36.5,15.4,25.3,89.3,10.0,49.6,5.5,1.4,234.8,0,24.10,
2018-08-29,37.1,15.8,25.6,84.4,13.4,47.4,4.5,1.1,177.3,0,21.11,
2018-08-30,35.8,18.8,27.2,74.8,17.5,44.0,7.1,1.7,172.1,0,23.18,
2018-08-31,36.5,17.0,26.4,82.2,14.0,46.8,4.2,1.3,165.0,0,20.11,
2018-09-01,30.0,18.2,24.1,84.5,32.0,55.8,11.4,2.1,218.9,0.254,12.97,
2018-09-02,30.2,16.6,21.5,89.2,28.1,64.6,7.8,1.4,221.3,0,15.93,
2018-09-03,30.1,14.0,21.2,90.1,27.5,60.9,7.6,1.5,231.6,0,18.85,
2018-09-04,33.0,13.7,22.5,88.5,17.0,57.2,4.0,0.9,183.6,0,21.62,
2018-09-05,34.8,14.0,24.2,86.9,16.5,51.1,7.7,1.7,207.6,1.778,21.98,
2018-09-06,29.3,17.4,21.6,92.8,39.8,73.3,6.8,2.0,244.8,11.176,17.89,
2018-09-07,29.3,18.3,22.0,91.5,38.0,72.2,4.8,1.4,207.5,1.016,14.02,
2018-09-08,31.0,15.3,22.1,90.7,28.5,65.6,4.1,1.2,203.6,0,21.94,
2018-09-09,31.9,14.7,23.2,92,28.0,61.1,8.4,1.4,156.9,0.762,20.44,
2018-09-10,33.1,15.8,24.1,90.6,23.3,56.5,5.2,1.2,200.1,0,21.99,
2018-09-11,33.0,18.0,24.9,83.8,23.8,51.3,5.2,1.7,140.0,0,21.50,
2018-09-12,35.0,15.4,23.9,90.9,15.9,58.3,3.6,1.0,175.3,0,21.54,
2018-09-13,36.1,14.8,24.7,88.4,13.4,53.7,4.1,1.0,192.3,0,21.68,
2018-09-14,34.7,15.8,25.4,81.1,17.4,46.3,4.6,1.6,172.2,0,21.29,
2018-09-15,32.8,20.4,25.6,69.6,23.0,46.7,7.4,2.8,134.6,0,20.89,
2018-09-16,33.2,19.4,24.8,74.5,24.6,53.3,5.5,1.9,165.5,0,20.68,
2018-09-17,33.4,17.8,25.2,82.5,27.8,54.4,5.3,1.6,176.7,0,20.50,
2018-09-18,34.1,18.5,25.6,87.6,25.6,58.7,4.8,1.4,171.6,0,20.53,
2018-09-19,32.5,19.7,25.3,87.2,29.8,58.9,7.2,2.0,176.3,0.762,19.75,
2018-09-20,23.7,16.5,19.6,93.1,67.6,86.5,9.0,1.6,199.3,8.89,9.05,
2018-09-21,31.4,15.0,22.1,93.9,29.5,64.8,6.8,1.8,176.2,0,18.91,
2018-09-22,27.7,14.2,20.5,88.7,25.8,60.4,5.6,1.4,158.5,0,20.49,
2018-09-23,29.9,11.5,19.3,92.9,20.8,65.6,4.3,0.9,215.1,0,20.80,
2018-09-24,33.4,11.1,20.7,92,14.9,61.5,3.8,0.9,205.9,0,20.50,
2018-09-25,33.3,13.5,22.7,87.3,21.2,56.4,7.9,1.2,195.9,0,15.89,
2018-09-26,27.6,15.7,21.4,86.5,36.2,56.1,7.2,2.7,152.1,0,17.20,
2018-09-27,31.3,12.4,20.7,90.5,26.7,63.0,4.0,1.1,151.8,0,19.51,
2018-09-28,34.4,12.2,21.6,90.1,11.9,59.5,3.6,0.7,105.3,0,19.54,
2018-09-29,33.3,12.4,21.9,88.9,16.3,55.9,5.3,1.3,135.4,0,19.34,
2018-09-30,32.1,12.2,21.1,89,16.5,58.7,4.8,1.1,191.7,0,19.59,
2018-10-01,31.0,14.6,22.6,89.3,32.5,63.2,6.3,1.5,156.6,3.556,14.71,
2018-10-02,32.5,18.1,23.5,91.8,32.2,66.9,5.7,1.5,196.9,0,15.34,
2018-10-03,30.8,14.6,21.6,92.8,23.3,64.8,6.0,1.1,203.6,0,18.81,
2018-10-04,32.7,13.8,21.5,90.9,23.6,63.4,4.5,0.8,176.0,0,18.55,
2018-10-05,31.3,12.3,20.9,91.2,18.9,58.5,7.9,1.0,185.9,0,18.58,
2018-10-06,30.3,12.4,21.3,89.2,21.1,50.4,7.1,1.5,188.9,0,16.58,
2018-10-07,26.7,10.8,19.2,86.4,27.9,54.8,9.0,1.8,166.4,1.524,11.68,
2018-10-08,17.6,9.4,13.1,91.8,41.8,73.4,6.7,1.7,184.5,1.016,7.38,
2018-10-09,21.1,6.2,12.8,94.5,23.3,64.2,9.3,1.7,175.1,0.254,16.90,
2018-10-10,24.2,3.1,13.1,91.9,23.8,63.3,6.2,1.1,170.1,0,18.17,
2018-10-11,25.9,8.1,16.9,89.3,25.6,61.8,6.9,0.9,190.2,0,13.01,
2018-10-12,17.4,13.9,15.1,92.9,59.5,85.9,4.2,1.2,241.9,14.478,4.33,
2018-10-13,21.4,12.9,16.2,93,61.2,82.8,6.4,1.2,195.8,1.27,12.30,
2018-10-14,22.7,9.8,15.4,93.5,35.7,73.9,6.5,1.2,185.6,0,13.36,
2018-10-15,13.8,6.7,8.6,77.0,50.6,57.6,9.6,4.4,117.7,0,8.31,
2018-10-16,10.8,6.5,8.3,67.0,42.5,54.6,9.3,3.2,113.5,0,4.16,
2018-10-17,14.1,6.6,10.6,83.8,52.5,66.6,8.4,2.8,147.0,0,5.08,
2018-10-18,11.6,8.8,10.5,92.4,68.5,84.1,6.3,1.8,154.2,14.478,2.06,
2018-10-19,22.4,8.5,14.1,93.8,50.9,80.9,4.4,0.8,181.6,0.254,10.88,
2018-10-20,22.5,11,16.5,92.3,26.5,56.2,9.3,3.3,159.3,0,9.83,
2018-10-21,20.6,13.1,16.0,85.9,46.3,60.0,8.7,2.9,129.6,0,11.53,
2018-10-22,23.7,11.7,16.6,90.3,46.3,73.4,4.6,1.2,178.6,0,14.00,
2018-10-23,18.1,12.8,15.0,93,79.4,89.1,9.1,1.7,238.3,26.924,1.67,
2018-10-24,22.8,11.1,15.4,91.7,42.9,77.0,7.0,1.3,226.1,1.524,13.79,
2018-10-25,23.9,7.8,14.2,93.9,26.8,74.5,5.2,1.0,232.5,0,15.10,
2018-10-26,24.2,6.9,13.7,92.8,27.3,72.0,4.8,1.0,235.7,0.254,15.84,
2018-10-27,26.1,6.7,13.9,93.6,24.3,71.4,3.7,0.9,202.1,0,15.88,
2018-10-28,26.5,5.3,14.0,93.6,27.5,73.4,2.7,0.6,167.2,0.254,15.50,
2018-10-29,27.9,5.7,15.3,93.6,23.6,63.7,5.2,0.9,166.2,0,13.90,
2018-10-30,23.3,7.4,13.9,92.5,36.2,75.3,5.9,1.0,166.6,0,7.75,
2018-10-31,19.1,5.2,11.8,93.1,30.3,71.5,10.5,2.4,270.9,0,12.61,
2018-11-01,18.6,3.1,9.1,92.8,22.4,68.2,7.2,1.4,237.7,0.254,14.17,
2018-11-02,21.7,0.7,9.4,93,18.1,66.5,6.2,1.1,216.2,0,15.01,
